# zrecast — the names that are answered, and how.
#
# SYMBOL<TAB>VERDICT<TAB>EVIDENCE, one line per public Recast/Detour name that
# is not a gap. This is the only hand-maintained half of the coverage record:
# tools/record.sh joins it with the upstream harvest and tools/tranches.awk to
# write tools/unbound_*.txt, and ci/check-coverage.sh then checks every line of
# it against the tree.
#
# Binding a name is one line appended here. The verdicts:
#
#   BOUND      a zrecast entry point a host can call to get the capability
#   EXTENSION  zrecast offers it in a shape upstream does not have
#   LANGUAGE   Zig spells it directly; the evidence names the facility
#   ZIG        src/FILE.zig:decl implements it
#   INTERNAL   upstream marks it internal; tools/classify.sh must agree
#
# Evidence is prose that has to survive a check: BOUND and EXTENSION name a
# symbol ffi/*.h declares, LANGUAGE names a facility from a closed list, ZIG
# names a declaration that exists, and INTERNAL must match what classify.sh
# computes. Sorted by symbol.
field:dtCrowdAgent::targetPathqRef	BOUND	zrcCrowdAgentInfo reports the request through ZrcCrowdAgent.target_state; the ZrcPathRequestRef itself belongs to the crowd's own queue, which zrcCrowdPathQueue hands back
field:dtCrowdAgent::targetPos	BOUND	ZrcCrowdAgent.target_position
field:dtCrowdAgent::targetRef	BOUND	ZrcCrowdAgent.target_ref
field:dtCrowdAgent::targetReplan	BOUND	ZrcCrowdAgent.target_replan
field:dtCrowdAgent::targetReplanTime	BOUND	ZrcCrowdAgent.target_replan_time
field:dtCrowdAgent::targetState	BOUND	ZrcCrowdAgent.target_state
field:dtCrowdAgent::topologyOptTime	BOUND	ZrcCrowdAgent.topology_opt_time
field:dtCrowdAgent::vel	BOUND	ZrcCrowdAgent.velocity
field:dtCrowdAgentAnimation::active	BOUND	ZrcCrowdAgentAnimation.active; upstream declares dtCrowdAgentAnimation publicly and keeps every instance private, so the field is all a C++ host reaches too
field:dtCrowdAgentAnimation::endPos	BOUND	ZrcCrowdAgentAnimation.end_position; upstream declares dtCrowdAgentAnimation publicly and keeps every instance private, so the field is all a C++ host reaches too
field:dtCrowdAgentAnimation::initPos	BOUND	ZrcCrowdAgentAnimation.init_position; upstream declares dtCrowdAgentAnimation publicly and keeps every instance private, so the field is all a C++ host reaches too
field:dtCrowdAgentAnimation::polyRef	BOUND	ZrcCrowdAgentAnimation.poly; upstream declares dtCrowdAgentAnimation publicly and keeps every instance private, so the field is all a C++ host reaches too
field:dtCrowdAgentAnimation::startPos	BOUND	ZrcCrowdAgentAnimation.start_position; upstream declares dtCrowdAgentAnimation publicly and keeps every instance private, so the field is all a C++ host reaches too
field:dtCrowdAgentAnimation::t	BOUND	ZrcCrowdAgentAnimation.t; upstream declares dtCrowdAgentAnimation publicly and keeps every instance private, so the field is all a C++ host reaches too
field:dtCrowdAgentAnimation::tmax	BOUND	ZrcCrowdAgentAnimation.t_max; upstream declares dtCrowdAgentAnimation publicly and keeps every instance private, so the field is all a C++ host reaches too
field:dtCrowdAgentDebugInfo::idx	BOUND	ZrcCrowdAgentDebug.agent, a reference zrcCrowdUpdate resolves to the position upstream compares against
field:dtCrowdAgentDebugInfo::optEnd	BOUND	ZrcCrowdAgentDebug.opt_end
field:dtCrowdAgentDebugInfo::optStart	BOUND	ZrcCrowdAgentDebug.opt_start
field:dtCrowdAgentDebugInfo::vod	BOUND	ZrcCrowdAgentDebug.samples
field:dtCrowdAgentParams::collisionQueryRange	BOUND	ZrcCrowdAgentParams.collision_query_range
field:dtCrowdAgentParams::height	BOUND	ZrcCrowdAgentParams.height
field:dtCrowdAgentParams::maxAcceleration	BOUND	ZrcCrowdAgentParams.max_acceleration
field:dtCrowdAgentParams::maxSpeed	BOUND	ZrcCrowdAgentParams.max_speed
field:dtCrowdAgentParams::obstacleAvoidanceType	BOUND	ZrcCrowdAgentParams.obstacle_avoidance_type
field:dtCrowdAgentParams::pathOptimizationRange	BOUND	ZrcCrowdAgentParams.path_optimization_range
field:dtCrowdAgentParams::queryFilterType	BOUND	ZrcCrowdAgentParams.query_filter_type
field:dtCrowdAgentParams::radius	BOUND	ZrcCrowdAgentParams.radius
field:dtCrowdAgentParams::separationWeight	BOUND	ZrcCrowdAgentParams.separation_weight
field:dtCrowdAgentParams::updateFlags	BOUND	ZrcCrowdAgentParams.update_flags
field:dtCrowdAgentParams::userData	BOUND	ZrcCrowdAgentParams.user_data
field:dtCrowdNeighbour::dist	BOUND	ZrcCrowdNeighbour.distance
field:dtCrowdNeighbour::idx	BOUND	ZrcCrowdNeighbour.agent, the slot turned into a reference
field:dtLink::bmax	BOUND	ZrcLink.bmax
field:dtLink::bmin	BOUND	ZrcLink.bmin
field:dtLink::edge	BOUND	ZrcLink.edge
field:dtLink::next	BOUND	ZrcLink.next
field:dtLink::ref	BOUND	ZrcLink.ref
field:dtLink::side	BOUND	ZrcLink.side
field:dtMeshHeader::bmax	BOUND	zrcNavMeshBounds reads tile->header->bmax directly
field:dtMeshHeader::bmin	BOUND	zrcNavMeshBounds reads tile->header->bmin directly
field:dtMeshHeader::bvNodeCount	BOUND	ZrcTileInfo.bv_node_count, and the bound zrcNavMeshTileBvNode checks an index against
field:dtMeshHeader::bvQuantFactor	BOUND	ZrcTileInfo.bv_quant_factor, which is what turns a ZrcBvNode's quantised bounds back into world units
field:dtMeshHeader::detailMeshCount	BOUND	ZrcTileInfo.detail_mesh_count
field:dtMeshHeader::detailTriCount	BOUND	ZrcTileInfo.detail_tri_count, and the bound zrcNavMeshTileDetailTris checks a range against
field:dtMeshHeader::detailVertCount	BOUND	ZrcTileInfo.detail_vert_count, and the bound zrcNavMeshTileDetailVerts checks a range against
field:dtMeshHeader::layer	BOUND	zrcTileDataBuild writes it and zrcNavMeshTileRefAt looks a tile up by it
field:dtMeshHeader::magic	BOUND	ZrcTileInfo.magic
field:dtMeshHeader::maxLinkCount	BOUND	ZrcTileInfo.max_link_count, and the bound zrcNavMeshTileLink checks an index against
field:dtMeshHeader::offMeshBase	BOUND	ZrcTileInfo.ground_poly_count - the index the off-mesh polygons begin at
field:dtMeshHeader::offMeshConCount	BOUND	ZrcTileInfo.off_mesh_con_count
field:dtMeshHeader::polyCount	BOUND	zrcNavMeshPolyCount sums tile->header->polyCount across tiles
field:dtMeshHeader::userId	BOUND	ZrcTileInfo.user_id, written by ZrcTileAuthoring.user_id
field:dtMeshHeader::version	BOUND	a mismatch here is the one header field that earns its own distinct outcome, ZRC_ERR_UNSUPPORTED_VERSION, in zrc::ValidateNavMeshImage
field:dtMeshHeader::vertCount	BOUND	ZrcTileInfo.vert_count, and the bound zrcNavMeshTileVerts checks a range against
field:dtMeshHeader::walkableClimb	BOUND	ZrcTileInfo.walkable_climb
field:dtMeshHeader::walkableHeight	BOUND	ZrcTileInfo.walkable_height
field:dtMeshHeader::walkableRadius	BOUND	ZrcTileInfo.walkable_radius
field:dtMeshHeader::x	BOUND	zrcTileDataBuild writes it and zrcNavMeshTileRefAt looks a tile up by it
field:dtMeshHeader::y	BOUND	zrcTileDataBuild writes it and zrcNavMeshTileRefAt looks a tile up by it
field:dtMeshTile::bvTree	BOUND	zrcNavMeshTileBvNode copies one node out by index
field:dtMeshTile::data	BOUND	zrcNavMeshSerialize copies tile->data out to the caller
field:dtMeshTile::dataSize	BOUND	zrcNavMeshSerialize sizes its copy from tile->dataSize
field:dtMeshTile::detailMeshes	BOUND	the detail_* fields of ZrcPolyInfo carry the entry belonging to a polygon
field:dtMeshTile::detailTris	BOUND	zrcNavMeshTileDetailTris copies a range of it out by value
field:dtMeshTile::detailVerts	BOUND	zrcNavMeshTileDetailVerts copies a range of it out by value
field:dtMeshTile::flags	BOUND	ZrcTileInfo.flags
field:dtMeshTile::header	BOUND	zrcNavMeshBounds and zrcNavMeshPolyCount both read through tile->header
field:dtMeshTile::links	BOUND	zrcNavMeshTileLink copies one out by index
field:dtMeshTile::linksFreeList	BOUND	ZrcTileInfo.links_free_list
field:dtMeshTile::next	BOUND	ZrcTileInfo.next_tile, converted from the pointer to a ZrcTileRef
field:dtMeshTile::offMeshCons	BOUND	the array zrcNavMeshOffMeshConnection reads a connection record out of
field:dtMeshTile::polys	BOUND	zrcNavMeshTilePolyRef names each entry and zrcNavMeshPolyInfo copies it out
field:dtMeshTile::salt	BOUND	ZrcTileInfo.salt
field:dtMeshTile::verts	BOUND	zrcNavMeshTileVerts copies a range of it out by value
field:dtNavMeshCreateParams::bmax	BOUND	round-trips through zrcNavMeshCreate into the tile header and back out through zrcNavMeshBounds
field:dtNavMeshCreateParams::bmin	BOUND	round-trips through zrcNavMeshCreate into the tile header and back out through zrcNavMeshBounds
field:dtNavMeshCreateParams::buildBvTree	BOUND	ZrcTileAuthoring.skip_bv_tree, stated as a negative so a zeroed struct builds the tree
field:dtNavMeshCreateParams::ch	BOUND	ZrcBakeConfig.cell_height reaches it via zrcNavMeshCreate
field:dtNavMeshCreateParams::cs	BOUND	ZrcBakeConfig.cell_size reaches it via zrcNavMeshCreate
field:dtNavMeshCreateParams::detailMeshes	BOUND	carried from the baked ZrcPolyMesh detail mesh into the navmesh by zrcNavMeshCreate
field:dtNavMeshCreateParams::detailTriCount	BOUND	carried from the baked ZrcPolyMesh detail mesh into the navmesh by zrcNavMeshCreate
field:dtNavMeshCreateParams::detailTris	BOUND	carried from the baked ZrcPolyMesh detail mesh into the navmesh by zrcNavMeshCreate
field:dtNavMeshCreateParams::detailVerts	BOUND	carried from the baked ZrcPolyMesh detail mesh into the navmesh by zrcNavMeshCreate
field:dtNavMeshCreateParams::detailVertsCount	BOUND	carried from the baked ZrcPolyMesh detail mesh into the navmesh by zrcNavMeshCreate
field:dtNavMeshCreateParams::nvp	BOUND	zrcNavMeshCreate validates poly.nvp against ZRC_VERTS_PER_POLYGON and carries it through
field:dtNavMeshCreateParams::offMeshConAreas	BOUND	ZrcOffMeshConnection.area, unpacked into the parallel array by zrcNavMeshCreate
field:dtNavMeshCreateParams::offMeshConCount	BOUND	ZrcTileAuthoring.connection_count
field:dtNavMeshCreateParams::offMeshConDir	BOUND	ZrcOffMeshConnection.bidirectional, unpacked into the parallel array by zrcNavMeshCreate
field:dtNavMeshCreateParams::offMeshConFlags	BOUND	ZrcOffMeshConnection.flags, unpacked into the parallel array by zrcNavMeshCreate
field:dtNavMeshCreateParams::offMeshConRad	BOUND	ZrcOffMeshConnection.radius, unpacked into the parallel array by zrcNavMeshCreate
field:dtNavMeshCreateParams::offMeshConUserID	BOUND	ZrcOffMeshConnection.user_id, unpacked into the parallel array by zrcNavMeshCreate
field:dtNavMeshCreateParams::offMeshConVerts	BOUND	ZrcOffMeshConnection.start and .end, unpacked into the parallel array by zrcNavMeshCreate
field:dtNavMeshCreateParams::polyAreas	BOUND	ZrcAreaAuthoring.volumes decide each polygon's area, which zrcNavMeshCreate carries into the navmesh
field:dtNavMeshCreateParams::polyCount	BOUND	zrcNavMeshPolyCount reports it back after zrcNavMeshCreate builds the tile from it
field:dtNavMeshCreateParams::polyFlags	BOUND	ZrcAreaAuthoring.area_flags decides each polygon's flags, which zrcNavMeshCreate carries into the navmesh
field:dtNavMeshCreateParams::polys	BOUND	carried from the baked ZrcPolyMesh polygon topology into the navmesh by zrcNavMeshCreate
field:dtNavMeshCreateParams::tileLayer	BOUND	zrcTileDataBuild's tile_layer parameter
field:dtNavMeshCreateParams::tileX	BOUND	zrcTileDataBuild's tile_x parameter
field:dtNavMeshCreateParams::tileY	BOUND	zrcTileDataBuild's tile_z parameter
field:dtNavMeshCreateParams::userId	BOUND	ZrcTileAuthoring.user_id, read back by zrcNavMeshTileUserId
field:dtNavMeshCreateParams::vertCount	BOUND	carried from the baked ZrcPolyMesh vertex count into the navmesh by zrcNavMeshCreate
field:dtNavMeshCreateParams::verts	BOUND	carried from the baked ZrcPolyMesh vertex data into the navmesh by zrcNavMeshCreate
field:dtNavMeshCreateParams::walkableClimb	BOUND	ZrcBakeConfig.agent_max_climb reaches it via zrcNavMeshCreate
field:dtNavMeshCreateParams::walkableHeight	BOUND	ZrcBakeConfig.agent_height reaches it via zrcNavMeshCreate
field:dtNavMeshCreateParams::walkableRadius	BOUND	ZrcBakeConfig.agent_radius reaches it via zrcNavMeshCreate
field:dtNavMeshParams::maxPolys	BOUND	zrcNavMeshCreateTiled's max_polys_per_tile parameter
field:dtNavMeshParams::maxTiles	BOUND	zrcNavMeshCreateTiled's max_tiles parameter, reported back by zrcNavMeshMaxTiles
field:dtNavMeshParams::orig	BOUND	ZrcTileGrid.origin
field:dtNavMeshParams::tileHeight	BOUND	ZrcTileGrid.tile_world_size - a square tile, so one field feeds both
field:dtNavMeshParams::tileWidth	BOUND	ZrcTileGrid.tile_world_size
field:dtNode::cost	BOUND	ZrcNode.cost
field:dtNode::flags	BOUND	ZrcNode.flags
field:dtNode::id	BOUND	ZrcNode.ref
field:dtNode::pidx	BOUND	ZrcNode.parent_index
field:dtNode::pos	BOUND	ZrcNode.pos
field:dtNode::state	BOUND	ZrcNode.state
field:dtNode::total	BOUND	ZrcNode.total
field:dtObstacleAvoidanceParams::adaptiveDepth	BOUND	ZrcAvoidanceParams.adaptive_depth
field:dtObstacleAvoidanceParams::adaptiveDivs	BOUND	ZrcAvoidanceParams.adaptive_divs
field:dtObstacleAvoidanceParams::adaptiveRings	BOUND	ZrcAvoidanceParams.adaptive_rings
field:dtObstacleAvoidanceParams::gridSize	BOUND	ZrcAvoidanceParams.grid_size
field:dtObstacleAvoidanceParams::horizTime	BOUND	ZrcAvoidanceParams.horiz_time
field:dtObstacleAvoidanceParams::velBias	BOUND	ZrcAvoidanceParams.vel_bias
field:dtObstacleAvoidanceParams::weightCurVel	BOUND	ZrcAvoidanceParams.weight_current_vel
field:dtObstacleAvoidanceParams::weightDesVel	BOUND	ZrcAvoidanceParams.weight_desired_vel
field:dtObstacleAvoidanceParams::weightSide	BOUND	ZrcAvoidanceParams.weight_side
field:dtObstacleAvoidanceParams::weightToi	BOUND	ZrcAvoidanceParams.weight_toi
field:dtObstacleBox::bmax	BOUND	ZrcObstacleInfo.bmax
field:dtObstacleBox::bmin	BOUND	ZrcObstacleInfo.bmin
field:dtObstacleCircle::dp	BOUND	scratch the sampler derives from ZrcAvoidanceCircle.position each call; zrcAvoidanceCircleAt reports what a caller supplied, which is what upstream lets one observe before prepare() overwrites it
field:dtObstacleCircle::dvel	BOUND	ZrcAvoidanceCircle.desired_velocity
field:dtObstacleCircle::np	BOUND	the other half of the same scratch, derived alongside dp and reported through zrcAvoidanceCircleAt on the same terms
field:dtObstacleCircle::p	BOUND	ZrcAvoidanceCircle.position
field:dtObstacleCircle::rad	BOUND	ZrcAvoidanceCircle.radius
field:dtObstacleCircle::vel	BOUND	ZrcAvoidanceCircle.velocity
field:dtObstacleCylinder::height	BOUND	ZrcObstacleInfo.height
field:dtObstacleCylinder::pos	BOUND	ZrcObstacleInfo.position
field:dtObstacleCylinder::radius	BOUND	ZrcObstacleInfo.radius
field:dtObstacleOrientedBox::center	BOUND	ZrcObstacleInfo.center
field:dtObstacleOrientedBox::halfExtents	BOUND	ZrcObstacleInfo.half_extents
field:dtObstacleOrientedBox::rotAux	BOUND	ZrcObstacleInfo.y_radians is this pair's own angle: upstream stores cos and sin half-angle terms rather than the angle, and the accessor inverts them
field:dtObstacleSegment::p	BOUND	ZrcAvoidanceSegment.p
field:dtObstacleSegment::q	BOUND	ZrcAvoidanceSegment.q
field:dtObstacleSegment::touch	BOUND	ZrcAvoidanceSegment.touching
field:dtOffMeshConnection::flags	BOUND	ZrcOffMeshConnection.bidirectional, round-tripped through zrcNavMeshOffMeshConnection
field:dtOffMeshConnection::poly	BOUND	the polygon this names is the ZrcPolyRef zrcNavMeshOffMeshConnection is asked about, and zrcNavMeshTilePolyRef is what enumerates the off-mesh range it lies in
field:dtOffMeshConnection::pos	BOUND	ZrcOffMeshConnection.start and .end, written by zrcNavMeshCreate and read by zrcNavMeshOffMeshConnection
field:dtOffMeshConnection::rad	BOUND	ZrcOffMeshConnection.radius, round-tripped through zrcNavMeshOffMeshConnection
field:dtOffMeshConnection::side	BOUND	ZrcOffMeshConnection.end_side, which is what says whether a single-tile navmesh wires the connection at both ends
field:dtOffMeshConnection::userId	BOUND	ZrcOffMeshConnection.user_id, round-tripped through zrcNavMeshOffMeshConnection
field:dtPoly::areaAndtype	BOUND	both halves are reachable - the area through zrcNavMeshGetPolyArea and zrcNavMeshSetPolyArea, the type through zrcNavMeshGetPolyType
field:dtPoly::firstLink	BOUND	ZrcPolyInfo.first_link, the index zrcNavMeshTileLink is walked from
field:dtPoly::flags	BOUND	zrcNavMeshGetPolyFlags and zrcNavMeshSetPolyFlags read and write this field
field:dtPoly::neis	BOUND	ZrcPolyInfo.neis, readable because ZRC_EXT_LINK mirrors the flag its entries carry
field:dtPoly::vertCount	BOUND	ZrcPolyInfo.vert_count
field:dtPoly::verts	BOUND	ZrcPolyInfo.verts
field:dtPolyDetail::triBase	BOUND	ZrcPolyInfo.detail_tri_base
field:dtPolyDetail::triCount	BOUND	ZrcPolyInfo.detail_tri_count
field:dtPolyDetail::vertBase	BOUND	ZrcPolyInfo.detail_vert_base
field:dtPolyDetail::vertCount	BOUND	ZrcPolyInfo.detail_vert_count
field:dtRaycastHit::hitEdgeIndex	BOUND	ZrcRaycastHit.hit_edge_index, seeded to -1 because upstream can return without ever writing it
field:dtRaycastHit::hitNormal	BOUND	ZrcRaycastHit.normal — zrcRaycast copies hit.hitNormal into out_hit->normal when the ray struck a wall
field:dtRaycastHit::maxPath	BOUND	zrcRaycast's max_path parameter sets dtRaycastHit::maxPath (hit.maxPath) to bound the out_path buffer
field:dtRaycastHit::path	BOUND	zrcRaycast's out_path parameter is assigned directly to dtRaycastHit::path (hit.path = out_path)
field:dtRaycastHit::pathCost	BOUND	ZrcRaycastHit.path_cost
field:dtRaycastHit::pathCount	BOUND	zrcRaycast's out_path_count parameter reports dtRaycastHit::pathCount (hit.pathCount) after the call
field:dtRaycastHit::t	BOUND	ZrcRaycastHit.t — zrcRaycast normalises hit.t (FLT_MAX clamped to 1.0) into out_hit->t
field:dtTileCacheContour::area	BOUND	ZrcTileCacheContourInfo.area
field:dtTileCacheContour::nverts	BOUND	ZrcTileCacheContourInfo.vert_count, which bounds zrcTileCacheContourVerts
field:dtTileCacheContour::reg	BOUND	ZrcTileCacheContourInfo.region
field:dtTileCacheContour::verts	BOUND	zrcTileCacheContourVerts copies it, four bytes per vertex
field:dtTileCacheContourSet::conts	BOUND	zrcTileCacheContourAt indexes it, bounded by the count zrcTileCacheContourSetCount reports
field:dtTileCacheContourSet::nconts	BOUND	zrcTileCacheContourSetCount
field:dtTileCacheLayer::areas	BOUND	zrcTileCacheLayerAreas copies it and zrcTileCacheLayerSetAreas writes it back, which is how an obstacle is carved by hand
field:dtTileCacheLayer::cons	BOUND	zrcTileCacheLayerCons copies it; src/tilecache.zig:layerCon and layerPortal split the two nibbles it packs
field:dtTileCacheLayer::header	BOUND	zrcTileCacheLayerHeaderOf copies it out as a ZrcTileCacheLayerHeader
field:dtTileCacheLayer::heights	BOUND	zrcTileCacheLayerHeights copies it, one byte per cell
field:dtTileCacheLayer::regCount	BOUND	zrcTileCacheLayerRegionCount
field:dtTileCacheLayer::regs	BOUND	zrcTileCacheLayerRegions copies it, and reports ZRC_ERR_NOT_FOUND before zrcTileCacheLayerBuildRegions has filled it
field:dtTileCacheLayerHeader::bmax	BOUND	ZrcTileCacheLayerHeader.bmax, and ZrcCompressedTileInfo.bmax
field:dtTileCacheLayerHeader::bmin	BOUND	ZrcTileCacheLayerHeader.bmin, and ZrcCompressedTileInfo.bmin
field:dtTileCacheLayerHeader::height	BOUND	ZrcTileCacheLayerHeader.height, and ZrcCompressedTileInfo.height
field:dtTileCacheLayerHeader::hmax	BOUND	ZrcTileCacheLayerHeader.height_max, and ZrcCompressedTileInfo.height_max
field:dtTileCacheLayerHeader::hmin	BOUND	ZrcTileCacheLayerHeader.height_min, and ZrcCompressedTileInfo.height_min
field:dtTileCacheLayerHeader::magic	BOUND	zrcTileCacheAddTile is how a host asks whether a buffer is a compressed layer at all, which is what a C++ host uses this constant for; a mismatch is ZRC_ERR_BAD_FORMAT
field:dtTileCacheLayerHeader::maxx	BOUND	ZrcTileCacheLayerHeader.max_x, and ZrcCompressedTileInfo.max_x
field:dtTileCacheLayerHeader::maxy	BOUND	ZrcTileCacheLayerHeader.max_z, and ZrcCompressedTileInfo.max_z, which is upstream's maxy
field:dtTileCacheLayerHeader::minx	BOUND	ZrcTileCacheLayerHeader.min_x, and ZrcCompressedTileInfo.min_x
field:dtTileCacheLayerHeader::miny	BOUND	ZrcTileCacheLayerHeader.min_z, and ZrcCompressedTileInfo.min_z - upstream spells the z axis with a y here
field:dtTileCacheLayerHeader::tlayer	BOUND	ZrcTileCacheLayerHeader.tile_layer, and ZrcCompressedTileInfo.tile_layer
field:dtTileCacheLayerHeader::tx	BOUND	ZrcTileCacheLayerHeader.tile_x, and ZrcCompressedTileInfo.tile_x for a layer already added
field:dtTileCacheLayerHeader::ty	BOUND	ZrcTileCacheLayerHeader.tile_y, and ZrcCompressedTileInfo.tile_y
field:dtTileCacheLayerHeader::version	BOUND	zrcTileCacheAddTile surfaces upstream's version check as ZRC_ERR_UNSUPPORTED_VERSION
field:dtTileCacheLayerHeader::width	BOUND	ZrcTileCacheLayerHeader.width, and ZrcCompressedTileInfo.width; bounded to 255 because upstream stores it in one byte
field:dtTileCacheObstacle::box	BOUND	ZrcObstacleInfo.bmin and .bmax, reported when .shape is ZRC_OBSTACLE_BOX
field:dtTileCacheObstacle::cylinder	BOUND	ZrcObstacleInfo.position, .radius and .height, reported when .shape is ZRC_OBSTACLE_CYLINDER
field:dtTileCacheObstacle::next	BOUND	the free-list chain a slot rejoins on removal; zrcTileCacheObstacleRefAt reports 0 for a slot on it
field:dtTileCacheObstacle::npending	BOUND	ZrcObstacleInfo.pending_count
field:dtTileCacheObstacle::ntouched	BOUND	ZrcObstacleInfo.touched_count, which is 0 until the first zrcTileCacheUpdate that processes the request fills it
field:dtTileCacheObstacle::orientedBox	BOUND	ZrcObstacleInfo.center, .half_extents and .y_radians, reported when .shape is ZRC_OBSTACLE_ORIENTED_BOX
field:dtTileCacheObstacle::pending	BOUND	ZrcObstacleInfo.pending_count is its length, and reaching 0 is what moves .state to ZRC_OBSTACLE_PROCESSED
field:dtTileCacheObstacle::salt	BOUND	the salt half of a ZrcObstacleRef, turned over when a removal completes so the reference stops resolving
field:dtTileCacheObstacle::state	BOUND	ZrcObstacleInfo.state
field:dtTileCacheObstacle::touched	BOUND	ZrcObstacleInfo.touched_count is its length; zrcTileCacheQueryTiles reports the same set of layers for the obstacle's own bounds, and an obstacle needing more than ZRC_MAX_TOUCHED_TILES of them is refused rather than carved into eight
field:dtTileCacheObstacle::type	BOUND	ZrcObstacleInfo.shape
field:dtTileCacheParams::ch	BOUND	ZrcTileCacheParams.cell_height
field:dtTileCacheParams::cs	BOUND	ZrcTileCacheParams.cell_size
field:dtTileCacheParams::height	BOUND	ZrcTileCacheParams.height, bounded to 255 for the same reason
field:dtTileCacheParams::maxObstacles	BOUND	ZrcTileCacheParams.max_obstacles, which also bounds zrcTileCacheObstacleRefAt
field:dtTileCacheParams::maxSimplificationError	BOUND	ZrcTileCacheParams.max_simplification_error
field:dtTileCacheParams::maxTiles	BOUND	ZrcTileCacheParams.max_tiles, which also bounds zrcTileCacheTileRefAt
field:dtTileCacheParams::orig	BOUND	ZrcTileCacheParams.origin
field:dtTileCacheParams::walkableClimb	BOUND	ZrcTileCacheParams.walkable_climb, whose ratio to cell_height is bounded because upstream converts it to cells with an unchecked cast
field:dtTileCacheParams::walkableHeight	BOUND	ZrcTileCacheParams.walkable_height, which every tile the cache rebuilds carries into its header
field:dtTileCacheParams::walkableRadius	BOUND	ZrcTileCacheParams.walkable_radius
field:dtTileCacheParams::width	BOUND	ZrcTileCacheParams.width, bounded to 255 because a layer header stores it in one byte
field:dtTileCachePolyMesh::areas	BOUND	zrcTileCachePolyMeshAreas copies it, and a ZrcTileCacheMeshProcess callback sees the same ids through ZrcTileCacheBuildParams.areas
field:dtTileCachePolyMesh::flags	BOUND	zrcTileCachePolyMeshFlags copies it; every entry is 0 unless a ZrcTileCacheMeshProcess callback has written it, which is the only place a tile-cache polygon gets flags at all
field:dtTileCachePolyMesh::npolys	BOUND	ZrcTileCachePolyMeshInfo.poly_count, which bounds the polygon accessors
field:dtTileCachePolyMesh::nverts	BOUND	ZrcTileCachePolyMeshInfo.vert_count, which bounds zrcTileCachePolyMeshVerts
field:dtTileCachePolyMesh::nvp	BOUND	ZrcTileCachePolyMeshInfo.verts_per_poly, which is also the stride zrcTileCachePolyMeshPolys writes: 2 * verts_per_poly entries per polygon
field:dtTileCachePolyMesh::polys	BOUND	zrcTileCachePolyMeshPolys copies it
field:dtTileCachePolyMesh::verts	BOUND	zrcTileCachePolyMeshVerts copies it, three uint16 per vertex
field:rcCompactCell::count	BOUND	ZrcCompactCell.count, copied by zrcCompactHeightfieldCells
field:rcCompactCell::index	BOUND	ZrcCompactCell.index, copied by zrcCompactHeightfieldCells
field:rcCompactHeightfield::areas	BOUND	zrcCompactHeightfieldAreas reads it and zrcCompactHeightfieldSetAreas writes it back, one byte per span
field:rcCompactHeightfield::bmax	BOUND	ZrcCompactHeightfieldInfo.bmax
field:rcCompactHeightfield::bmin	BOUND	ZrcCompactHeightfieldInfo.bmin
field:rcCompactHeightfield::borderSize	BOUND	ZrcCompactHeightfieldInfo.border_size
field:rcCompactHeightfield::cells	BOUND	zrcCompactHeightfieldCells copies it, width * height cells in row-major order
field:rcCompactHeightfield::ch	BOUND	ZrcCompactHeightfieldInfo.cell_height
field:rcCompactHeightfield::cs	BOUND	ZrcCompactHeightfieldInfo.cell_size
field:rcCompactHeightfield::dist	BOUND	zrcCompactHeightfieldDistances copies it once zrcCompactHeightfieldBuildDistanceField has run; ZrcCompactHeightfieldInfo.has_distance_field reports whether it exists yet
field:rcCompactHeightfield::height	BOUND	ZrcCompactHeightfieldInfo.height
field:rcCompactHeightfield::maxDistance	BOUND	ZrcCompactHeightfieldInfo.max_distance
field:rcCompactHeightfield::maxRegions	BOUND	ZrcCompactHeightfieldInfo.max_regions
field:rcCompactHeightfield::spanCount	BOUND	ZrcCompactHeightfieldInfo.span_count
field:rcCompactHeightfield::spans	BOUND	zrcCompactHeightfieldSpans reads it and zrcCompactHeightfieldSetSpans writes it back
field:rcCompactHeightfield::walkableClimb	BOUND	ZrcCompactHeightfieldInfo.walkable_climb
field:rcCompactHeightfield::walkableHeight	BOUND	ZrcCompactHeightfieldInfo.walkable_height
field:rcCompactHeightfield::width	BOUND	ZrcCompactHeightfieldInfo.width
field:rcCompactSpan::con	BOUND	ZrcCompactSpan.con, copied whole by zrcCompactHeightfieldSpans and written back whole by zrcCompactHeightfieldSetSpans; decoding the four packed neighbour indices is a separate concern from reading the field itself
field:rcCompactSpan::h	BOUND	ZrcCompactSpan.h, copied by zrcCompactHeightfieldSpans and written back by zrcCompactHeightfieldSetSpans
field:rcCompactSpan::reg	BOUND	ZrcCompactSpan.reg, copied by zrcCompactHeightfieldSpans and written back by zrcCompactHeightfieldSetSpans
field:rcCompactSpan::y	BOUND	ZrcCompactSpan.y, copied by zrcCompactHeightfieldSpans and written back by zrcCompactHeightfieldSetSpans
field:rcConfig::bmax	BOUND	the bmax zrcHeightfieldCreate takes directly, and zrcCalcBounds's out_bmax produces from a mesh
field:rcConfig::bmin	BOUND	the bmin zrcHeightfieldCreate takes directly, and zrcCalcBounds's out_bmin produces from a mesh
field:rcConfig::borderSize	BOUND	ZrcBakeConfig.border_size - negative derives the value Recast's own tiled build uses
field:rcConfig::ch	BOUND	ZrcBakeConfig.cell_height
field:rcConfig::cs	BOUND	ZrcBakeConfig.cell_size
